sentence,metaphorical_subsets,model_output
That was only a little white lie.,['little'],"- That: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- only: NO (adverb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- little: NO (adjective, basic meaning is the same)
- white: NO (adjective, basic meaning is the same)
- lie: YES (noun, more basic meaning refers to a false statement)"
I was astounded at the enormity of the crime.,['enormity'],"""I was astounded at the enormity of the crime.""

- I: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- astounded: YES (verb, more basic meaning refers to being shocked or surprised in a general sense)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- enormity: YES (noun, more basic meaning refers to something being very large or great in size)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- crime: NO (noun, basic meaning is the same)"
That was one of the greatest moments in World Series history.,['greatest'],"""That was one of the greatest moments in World Series history.""

- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- one: NO (numeral, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- greatest: YES (adjective, more basic meaning refers to size or magnitude)
- moments: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- World: NO (noun, basic meaning is the same)
- Series: NO (noun, basic meaning is the same)
- history: NO (noun, basic meaning is the same)"
His accomplishments tower over those of lesser men.,"['tower over', 'lesser']","- His: NO (possessive pronoun, basic meaning is the same)
- accomplishments: YES (noun, more basic meaning refers to completing tasks or achieving something concrete)
- tower: YES (verb, more basic meaning refers to a tall structure)
- over: NO (preposition, basic meaning is the same)
- those: NO (pronoun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- lesser: NO (adjective, basic meaning is the same)
- men: NO (noun, basic meaning is the same)"
I can't take my eyes off her.,"['take', 'off']","""I can't take my eyes off her.""

- I: NO (pronoun, basic meaning is the same)
- can't: NO (contraction of ""cannot,"" basic meaning is the same)
- take: YES (verb, more basic meaning refers to physically grasping or holding something)
- my: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- off: YES (preposition, more basic meaning refers to physical separation or removal)
- her: NO (pronoun, basic meaning is the same)"
He sits with his eyes glued to the TV.,['glued to'],"""He sits with his eyes glued to the TV.""

- He: NO (pronoun, basic meaning is the same)
- sits: NO (verb, basic meaning is the same)
- with: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- glued: YES (verb, more basic meaning refers to sticking something with glue)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- TV: NO (noun, basic meaning is the same)"
Her eyes picked out every detail of the pattern.,['picked out'],"- Her: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- picked: YES (verb, more basic meaning refers to selecting or gathering something physically)
- out: NO (preposition, basic meaning is the same)
- every: NO (determiner, basic meaning is the same)
- detail: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- pattern: NO (noun, basic meaning is the same)"
Their eyes met.,['met'],"- Their: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- met: YES (verb, more basic meaning refers to coming together physically)"
She never moves her eyes from his face.,"['moves', 'from']","- She: NO (pronoun, basic meaning is the same)
- never: NO (adverb, basic meaning is the same)
- moves: YES (verb, more basic meaning refers to changing position or location)
- her: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- from: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- face: NO (noun, basic meaning is the same)"
She ran her eyes over everything in the room.,"['ran', 'over']","- She: NO (pronoun, basic meaning is the same)
- ran: YES (verb, more basic meaning refers to moving quickly on foot)
- her: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- over: NO (preposition, basic meaning is the same)
- everything: NO (pronoun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- room: NO (noun, basic meaning is the same)"
He wants everything within reach of his eyes.,['within reach of'],"""He wants everything within reach of his eyes.""

- He: NO (pronoun, basic meaning is the same)
- wants: NO (verb, basic meaning is the same)
- everything: NO (pronoun, basic meaning is the same)
- within: NO (preposition, basic meaning is the same)
- reach: YES (noun, more basic meaning refers to the action of stretching out an arm to touch or grasp something)
- of: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)"
I could see the fear in his eyes.,['in'],"- I: NO (pronoun, basic meaning is the same)
- could: NO (modal verb, basic meaning is the same)
- see: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- fear: YES (noun, more basic meaning refers to an emotional response to a threat)
- in: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)"
His eyes were filled with anger.,['filled'],"- His: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- were: NO (verb, basic meaning is the same)
- filled: YES (verb, more basic meaning refers to physically filling a container)
- with: NO (preposition, basic meaning is the same)
- anger: NO (noun, basic meaning is the same)"
There was passion in her eyes.,['in'],"""There was passion in her eyes.""

- There: NO (adverb, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- passion: YES (noun, more basic meaning refers to strong emotions or feelings, often related to love or desire)
- in: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)"
His eyes displayed his compassion.,['displayed'],"- His: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- displayed: YES (verb, more basic meaning refers to showing something physically, like an exhibit)
- his: NO (possessive pronoun, basic meaning is the same)
- compassion: NO (noun, basic meaning is the same)"
She couldn't get the fear out of her eyes.,"['get', 'out']","- She: NO (pronoun, basic meaning is the same)
- couldn't: NO (contraction of ""could not,"" basic meaning is the same)
- get: YES (verb, more basic meaning refers to obtaining or receiving something)
- the: NO (definite article, basic meaning is the same)
- fear: NO (noun, basic meaning is the same)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)"
Love showed in his eyes.,['showed in'],"- Love: YES (noun, more basic meaning refers to a deep affection or romantic feeling)
- showed: NO (verb, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)"
Her eyes welled with emotion.,['welled'],"- Her: NO (possessive pronoun, basic meaning is the same)
- eyes: NO (noun, basic meaning is the same)
- welled: YES (verb, more basic meaning refers to a liquid rising to the surface)
- with: NO (preposition, basic meaning is the same)
- emotion: NO (noun, basic meaning is the same)"
His mother's death hit him hard.,"['hit', 'hard']","- His: NO (possessive pronoun, basic meaning is the same)
- mother's: NO (noun, basic meaning is the same)
- death: NO (noun, basic meaning is the same)
- hit: YES (verb, more basic meaning refers to a physical strike)
- him: NO (pronoun, basic meaning is the same)
- hard: YES (adjective, more basic meaning refers to a physical property of being solid or firm)"
