sentence,metaphorical_subsets,model_output
She drives me out of my mind.,['drives me out of my mind'],"- She: NO (pronoun, basic meaning is the same)
- drives: YES (verb, more basic meaning refers to operating a vehicle)
- me: NO (pronoun, basic meaning is the same)
- out of: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- mind: NO (noun, basic meaning is the same)"
He constantly raves about her.,['raves'],"- He: NO (pronoun, basic meaning is the same)
- constantly: NO (adverb, basic meaning is the same)
- raves: YES (verb, more basic meaning refers to talking wildly or irrationally)
- about: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
He's gone mad over her.,['mad'],"- He's: NO (contraction of ""he is,"" basic meaning is the same)
- gone: NO (verb, basic meaning is the same)
- mad: YES (adjective, more basic meaning refers to being mentally ill)
- over: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
I'm just wild about Harry.,['wild'],"- I'm: NO (contraction of ""I am,"" basic meaning is the same)
- just: NO (adverb, basic meaning is the same)
- wild: YES (adjective, more basic meaning refers to animals living in a natural state)
- about: NO (preposition, basic meaning is the same)
- Harry: NO (proper noun, basic meaning is the same)"
I'm insane about her.,['insane'],"- I'm: NO (contraction of ""I am,"" basic meaning is the same)
- insane: YES (adjective, more basic meaning refers to mental illness)
- about: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
"She fought for him, but his mistress won out.","['fought for him', 'won out']","- She: NO (pronoun, basic meaning is the same)
- fought: YES (verb, more basic meaning refers to physical combat)
- for: NO (preposition, basic meaning is the same)
- him: NO (pronoun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- mistress: YES (noun, more basic meaning refers to a woman in a position of authority or control)
- won out: YES (phrasal verb, more basic meaning refers to achieving victory or success)"
He fled from her advances.,"['fled', 'advances']","- He: NO (pronoun, basic meaning is the same)
- fled: YES (verb, more basic meaning refers to running away from danger)
- from: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- advances: YES (noun, more basic meaning refers to moving forward or progress)"
She pursued him relentlessly.,"['pursued', 'relentlessly']","- She: NO (pronoun, basic meaning is the same)
- pursued: YES (verb, more basic meaning refers to chasing or following)
- him: NO (pronoun, basic meaning is the same)
- relentlessly: NO (adverb, basic meaning is the same)"
He is slowly gaining ground with her.,['gaining ground'],"- He: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- slowly: NO (adverb, basic meaning is the same)
- gaining: YES (verb, more basic meaning refers to acquiring or obtaining)
- ground: YES (noun, more basic meaning refers to the solid surface of the earth) 
- with: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
He won her hand in marriage.,['won'],"- He: NO (pronoun, basic meaning is the same)
- won: YES (verb, more basic meaning refers to achieving victory in a competition or game)
- her: NO (possessive pronoun, basic meaning is the same)
- hand: YES (noun, more basic meaning refers to the body part at the end of the arm)
- in: NO (preposition, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)"
She is besieged by suitors.,['besieged'],"- She: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- besieged: YES (verb, more basic meaning refers to a military tactic of surrounding a place)
- by: NO (preposition, basic meaning is the same)
- suitors: NO (noun, basic meaning is the same)"
He enlisted the aid of her friends.,['enlisted the aid'],"- He: NO (pronoun, basic meaning is the same)
- enlisted: YES (verb, more basic meaning refers to joining the military)
- the: NO (definite article, basic meaning is the same)
- aid: YES (noun, more basic meaning refers to help or support)
- of: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- friends: NO (noun, basic meaning is the same)"
He made an ally of her mother.,['made an ally'],"- He: NO (pronoun, basic meaning is the same)
- made: YES (verb, more basic meaning refers to creating or producing something)
- an: NO (article, basic meaning is the same)
- ally: YES (noun, more basic meaning refers to a person or group that is united with another for a common purpose)
- of: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- mother: NO (noun, basic meaning is the same)"
He's seeking his fortune.,['seeking'],"- He's: NO (pronoun, basic meaning is the same)
- seeking: YES (verb, more basic meaning refers to looking for something)
- his: NO (possessive pronoun, basic meaning is the same)
- fortune: YES (noun, more basic meaning refers to wealth or a large amount of money)"
He's flaunting his new-found wealth.,['new-found'],"- He's: NO (pronoun, basic meaning is the same)
- flaunting: YES (verb, more basic meaning refers to showing off or displaying in a conspicuous way)
- his: NO (possessive pronoun, basic meaning is the same)
- new-found: YES (adjective, more basic meaning refers to something recently discovered or acquired)
- wealth: NO (noun, basic meaning is the same)"
He's a fortune-hunter.,['fortune-hunter'],"- He's: NO (pronoun, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- fortune-hunter: YES (noun, more basic meaning refers to someone seeking wealth or riches)"
She's a gold-digger.,['gold-digger'],"- She's: NO (pronoun, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- gold-digger: YES (noun, more basic meaning refers to a person who digs for gold)"
He lost his fortune.,['lost'],"- He: NO (pronoun, basic meaning is the same)
- lost: YES (verb, more basic meaning refers to misplacing something)
- his: NO (possessive pronoun, basic meaning is the same)
- fortune: NO (noun, basic meaning is the same)"
He's searching for wealth.,['searching for'],"- He's: NO (pronoun, basic meaning is the same)
- searching: YES (verb, more basic meaning refers to looking for something physically)
- for: NO (preposition, basic meaning is the same)
- wealth: NO (noun, basic meaning is the same)"
He's a big man in the garment industry.,['big'],"- He's: NO (pronoun, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- big: YES (adjective, more basic meaning refers to physical size)
- man: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- garment: YES (noun, more basic meaning refers to a piece of clothing)
- industry: NO (noun, basic meaning is the same)"
He's a giant among writers.,['giant'],"- He's: NO (pronoun, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- giant: YES (noun, more basic meaning refers to a mythical creature or a very large person or thing)
- among: NO (preposition, basic meaning is the same)
- writers: NO (noun, basic meaning is the same)"
That's the biggest idea to hit advertising in years.,['biggest'],"- That's: NO (pronoun, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- biggest: NO (adjective, basic meaning is the same)
- idea: NO (noun, basic meaning is the same)
- to hit: YES (verb phrase, more basic meaning refers to physical impact)
- advertising: NO (noun, basic meaning is the same)"
He's head and shoulders above everyone in the industry.,['head and shoulders above'],"- He's: NO (pronoun, basic meaning is the same)
- head: YES (noun, more basic meaning refers to the body part)
- and: NO (conjunction, basic meaning is the same)
- shoulders: YES (noun, more basic meaning refers to the body part)
- above: NO (preposition, basic meaning is the same)
- everyone: NO (pronoun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- industry: NO (noun, basic meaning is the same)"
It was only a small crime.,['small'],"- It: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- only: NO (adverb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- small: YES (adjective, more basic meaning refers to size or physical dimensions)
- crime: NO (noun, basic meaning is the same)"
That was only a little white lie.,['little'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- only: NO (adverb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- little: YES (adjective, more basic meaning refers to size or quantity)
- white: YES (adjective, more basic meaning refers to color)
- lie: NO (noun, basic meaning is the same)"
I was astounded at the enormity of the crime.,['enormity'],"- I: NO (pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- astounded: YES (verb, more basic meaning refers to being struck with astonishment)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- enormity: YES (noun, more basic meaning refers to extreme evil or wickedness)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- crime: NO (noun, basic meaning is the same)"
That was one of the greatest moments in World Series history.,['greatest'],"- That: NO (demonstrative pronoun, basic meaning is the same)
- was: NO (verb, basic meaning is the same)
- one: NO (numeral, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- greatest: YES (adjective, more basic meaning refers to physical size or extent)
- moments: YES (noun, more basic meaning refers to a brief period of time)
- in: NO (preposition, basic meaning is the same)
- World Series: NO (proper noun, basic meaning is the same)
- history: YES (noun, more basic meaning refers to past events)"
