sentence,metaphorical_subsets,model_output
"They have a strong, healthy marriage.","['strong, healthy']","- They: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- strong: NO (adjective, basic meaning refers to physical strength)
- healthy: NO (adjective, basic meaning refers to good health)
- marriage: NO (noun, basic meaning is the same)"
The marriage is dead – it can't be revived.,"['dead', 'revived']","- The: NO (definite article, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- dead: YES (adjective, more basic meaning refers to the cessation of life in organisms)
- –: NO (punctuation, not applicable)
- it: NO (pronoun, basic meaning is the same)
- can't: NO (contraction of cannot, basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- revived: YES (verb, more basic meaning refers to restoring life or consciousness)"
Their marriage is on the mend.,['on the mend'],"- Their: NO (possessive pronoun, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- on: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- mend: YES (verb, more basic meaning refers to repairing something physically, like clothing)"
Their relationship is in really good shape.,['in really good shape'],"- Their: NO (possessive pronoun, basic meaning is the same)
- relationship: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- really: NO (adverb, basic meaning is the same)
- good: NO (adjective, basic meaning is the same)
- shape: YES (noun, more basic meaning refers to the external form or appearance of something, not its condition or state)"
They've got a listless marriage.,['listless'],"- They've: NO (contraction of ""they have"", basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- listless: YES (adjective, more basic meaning refers to lacking physical lists or movements)
- marriage: NO (noun, basic meaning is the same)"
Their marriage is on its last legs.,['on its last legs'],"- Their: NO (possessive pronoun, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- on: NO (preposition, basic meaning is the same)
- its: NO (possessive pronoun, basic meaning is the same)
- last: NO (adjective, basic meaning is the same)
- legs: YES (noun, more basic meaning refers to the limbs of a body)"
It's a tired affair.,['tired'],"- It's: NO (contraction of ""it is"", basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- tired: YES (adjective, more basic meaning refers to needing sleep or rest)
- affair: YES (noun, more basic meaning refers to commercial, professional, or public business)"
I'm crazy about her.,['crazy'],"- I'm: NO (contraction of ""I am,"" basic meaning is the same)
- crazy: YES (adjective, more basic meaning refers to being mentally ill)
- about: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
She drives me out of my mind.,['drives me out of my mind'],"- She: NO (pronoun, basic meaning is the same)
- drives: YES (verb, more basic meaning refers to operating a vehicle)
- me: NO (pronoun, basic meaning is the same)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- mind: NO (noun, basic meaning is the same)"
He constantly raves about her.,['raves'],"- He: NO (pronoun, basic meaning is the same)
- constantly: NO (adverb, basic meaning is the same)
- raves: YES (verb, more basic meaning refers to talking irrationally or incoherently, often in delirium)
- about: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
He's gone mad over her.,['mad'],"- He's: NO (contraction of ""he has"", basic meaning is the same)
- gone: YES (verb, more basic meaning refers to physically moving from one place to another)
- mad: YES (adjective, more basic meaning refers to insanity, but here it likely means extremely enthusiastic or passionate)
- over: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
I'm just wild about Harry.,['wild'],"- I'm: NO (contraction of ""I am,"" basic meaning is the same)
- just: NO (adverb, basic meaning is the same)
- wild: YES (adjective, more basic meaning refers to untamed or natural state)
- about: NO (preposition, basic meaning is the same)
- Harry: NO (proper noun, basic meaning is the same)"
I'm insane about her.,['insane'],"- I'm: NO (contraction of ""I am,"" basic meaning is the same)
- insane: YES (adjective, more basic meaning refers to severe mental illness)
- about: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
"She fought for him, but his mistress won out.","['fought for him', 'won out']","""She fought for him, but his mistress won out.""

- She: NO (pronoun, basic meaning is the same)
- fought: YES (verb, more basic meaning refers to physical combat)
- for: NO (preposition, basic meaning is the same)
- him: NO (pronoun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- mistress: NO (noun, basic meaning is the same)
- won: YES (verb, more basic meaning refers to winning a competition or game)
- out: NO (adverb, basic meaning is the same)"
He fled from her advances.,"['fled', 'advances']","- He: NO (pronoun, basic meaning is the same)
- fled: NO (verb, basic meaning refers to running away, which is similar in this context)
- from: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- advances: YES (noun, more basic meaning refers to moving forward physically)"
She pursued him relentlessly.,"['pursued', 'relentlessly']","- She: NO (pronoun, basic meaning is the same)
- pursued: YES (verb, more basic meaning refers to physically chasing or following someone or something)
- him: NO (pronoun, basic meaning is the same)
- relentlessly: YES (adverb, more basic meaning would be continuous physical actions without stopping)"
He is slowly gaining ground with her.,['gaining ground'],"- He: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- slowly: NO (adverb, basic meaning is the same)
- gaining: YES (verb, more basic meaning refers to acquiring something tangible)
- ground: YES (noun, more basic meaning refers to the solid surface of the earth)
- with: NO (preposition, basic meaning is the same)
- her: NO (pronoun, basic meaning is the same)"
He won her hand in marriage.,['won'],"- He: NO (pronoun, basic meaning is the same)
- won: NO (verb, basic meaning is to achieve victory in a contest or competition)
- her: NO (possessive pronoun, basic meaning is the same)
- hand: YES (noun, more basic meaning refers to the body part)
- in: NO (preposition, basic meaning is the same)
- marriage: NO (noun, basic meaning is the same)"
She is besieged by suitors.,['besieged'],"- She: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- besieged: YES (verb, more basic meaning refers to being surrounded by military forces)
- by: NO (preposition, basic meaning is the same)
- suitors: NO (noun, basic meaning is the same)"
He enlisted the aid of her friends.,['enlisted the aid'],"- He: NO (pronoun, basic meaning is the same)
- enlisted: YES (verb, more basic meaning refers to joining the military)
- the: NO (definite article, basic meaning is the same)
- aid: NO (noun, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- friends: NO (noun, basic meaning is the same)"
He made an ally of her mother.,['made an ally'],"- He: NO (pronoun, basic meaning is the same)
- made: NO (verb, basic meaning is to create or construct, which is similar in abstraction)
- an: NO (indefinite article, basic meaning is the same)
- ally: YES (noun, more basic meaning refers to forming a military or political alliance, which is more specific and concrete)
- of: NO (preposition, basic meaning is the same)
- her: NO (possessive pronoun, basic meaning is the same)
- mother: NO (noun, basic meaning is the same)"
He's seeking his fortune.,['seeking'],"- He's: NO (contraction of ""he is"", basic meaning is the same)
- seeking: NO (verb, basic meaning is to look for or search for something, which is similar in this context)
- his: NO (possessive pronoun, basic meaning is the same)
- fortune: YES (noun, more basic meaning refers to chance or luck, here it refers to wealth or success)"
He's flaunting his new-found wealth.,['new-found'],"- He's: NO (contraction of ""he is"", basic meaning is the same)
- flaunting: YES (verb, more basic meaning refers to displaying something ostentatiously, often used for physical items)
- his: NO (possessive pronoun, basic meaning is the same)
- new-found: NO (adjective, basic meaning is the same)
- wealth: NO (noun, basic meaning is the same)"
He's a fortune-hunter.,['fortune-hunter'],"""He's a fortune-hunter.""
- He's: NO (contraction of he is, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- fortune: YES (noun, more basic meaning refers to chance or luck)
- hunter: NO (noun, basic meaning is the same, refers to someone who hunts)"
